"Type Name","Type Id","Longitude","Request Id","Request Date","Latitude","_id","ID","Street Address"
"(eng) Potholes",3616,-74.19495,322256,2015-05-27,40.78861,6658,232199," ORANGE ST"
"(4311) For Review",1976,-74.14406,322257,2015-05-27,40.72059,6659,232200," M.L.K. BLVD"
"(nrs) Grass/Leaf/Yard Waste Collections",1529,-74.23523,322258,2015-05-27,40.75,6660,232201,"84 FINLAY PL"
"(eng) Traffic Signal Out - 7:30am-4pm",1176,-74.20656,322259,2015-05-27,40.71724,6661,232202," HAWTHORNE AVE"
"(eng) Potholes",3616,-74.20538,322260,2015-05-27,40.74912,6662,232203," 11TH AVE"
"(eng) Potholes",3616,-74.20788,322261,2015-05-27,40.74312,6663,232204," SOUTH ORANGE AVE"
"(nrs) Grass/Leaf/Yard Waste Collections",1529,-74.20492,322262,2015-05-27,40.7376,6664,232205,"477 S 13TH ST"
"(eng) Potholes",3616,-74.15647,322263,2015-05-27,40.72124,6665,232206," ELM RD"
"(eng) Potholes",3616,-74.16657,322264,2015-05-27,40.73078,6666,232207," BRUEN ST"
"(ws) Manhole Cover Problems",2370,-74.17156,322265,2015-05-27,40.73459,6667,232208,"20 EDISON PL"
"(nrs) Recycling Missed Pick-up",1532,-74.16568,322266,2015-05-27,40.72779,6668,232209," WALNUT ST"
"(nrs) Code Enforcement Inspection Requests",1906,-74.16503,322267,2015-05-27,40.73125,6669,232210,"51 MC WHORTER ST"
"(nrs) Tree / Fallen Branch Removal",1513,-74.16425,322268,2015-05-27,40.76704,6670,232211,"485 BROADWAY"
"(nrs) Garbage/Debris On Property",1509,-74.19235,322269,2015-05-27,40.75217,6671,232212,"49 ROSEVILLE AVE"
"(pol) Police Investigation Request",1898,-74.19235,322270,2015-05-27,40.75217,6672,232213,"49 ROSEVILLE AVE"
"(nrs) Sanitation and Recyling General Information",4438,0,322271,2015-05-27,0,6673,232214,NA
"(nrs) Abandoned Building Board and Secure",1521,-74.21771,322272,2015-05-27,40.72244,6674,232215,"80 BEVERLY ST"
"(nrs) Illegal Dumping",1492,-74.13942,322273,2015-05-27,40.73135,6675,232216,"14-16 CORTLAND ST"
"(nrs) Refuse Collection Spillage",1527,-74.19644,322274,2015-05-27,40.74751,6676,232217,"121-123 S 9TH ST"
"(eng) Engineering Permit Inquires/Info",3317,-74.22084,322275,2015-05-27,40.70838,6677,232218,"15 CRESCENT AVE"
"(cfwb) Health Inspections - 07104",268035,-74.16767,322276,2015-05-27,40.76588,6678,232219,"39 ARLINGTON AVE"
"(nrs) Illegal Dumping",1492,-74.1977,322277,2015-05-27,40.68738,6679,232220,"14 FLORAL AVE"
"(cfwb) Animal Control Complaint - 07106",256296,-74.21753,322278,2015-05-27,40.74632,6680,232221,"35 N MUNN AVE"
"(nrs) Garbage/Debris On Property",1509,-74.20889,322352,2015-05-27,40.70999,6754,232297,"138 MAPES AVE"
"(nrs) Recycling Missed Pick-up",1532,-74.17299,322279,2015-05-27,40.76292,6681,232222,"99 2ND AVE"
"(nrs) Garbage/Debris On Property",1509,-74.22856,322280,2015-05-27,40.74309,6682,232223,"106 ABINGER PL"
"(nrs) Code Enforcement Inspection Requests",1906,-74.15911,322281,2015-05-27,40.77097,6683,232224,"47 SEABURY ST"
"(cfwb) Rodent Control Complaint - 07106",256312,-74.22864,322282,2015-05-27,40.74316,6684,232225,"108 ABINGER PL"
"(nrs) Recycling Missed Pick-up",1532,-74.19611,322283,2015-05-27,40.7516,6685,232226,"80 S 11TH ST"
"(nrs) Sanitation Missed Pick-up ",1526,-74.23935,322285,2015-05-27,40.73471,6686,232227,"35 FLEETWOOD PL"
"(nrs) No Heat/Hot Water",1524,-74.22777,322284,2015-05-27,40.75043,6687,232228,"128 TELFORD ST"
"(nrs) Recycling Missed Pick-up",1532,-74.23935,322286,2015-05-27,40.73471,6688,232229,"35 FLEETWOOD PL"
"(cfwb) Animal Control Complaint - 07107",256297,0,322287,2015-05-27,0,6689,232230,"490 "
"(cfwb) Animal Control Complaint - 07106",256296,-74.21751,322288,2015-05-27,40.74706,6690,232231,"64 CHELSEA AVE"
"(nrs) Bulk Missed Pickup",1531,-74.22036,322289,2015-05-27,40.74681,6691,232232,"53-55 MOUNTAINVIEW AVE"
"(nrs) Recycling Missed Pick-up",1532,-74.18213,322290,2015-05-27,40.74737,6692,232233,"161 SUSSEX AVE"
"(nrs) Sanitation Missed Pick-up ",1526,-74.19565,322291,2015-05-27,40.7441,6693,232234,"175 12TH AVE"
"(nrs) Sanitation Missed Pick-up ",1526,-74.15594,322292,2015-05-27,40.72786,6694,232235,"209 FERRY ST"
"(eng) Street Light Pole Damaged",4357,-74.16679,322293,2015-05-27,40.74184,6695,232236,"47 FULTON ST"
"(eng) Sign Damaged/Leaning/Missing",1153,-74.17613,322294,2015-05-27,40.73422,6696,232237,"57 WILLIAM ST"
"(nrs) Sanitation Missed Pick-up ",1526,-74.17872,322295,2015-05-27,40.74563,6697,232238,"74 SUSSEX AVE"
"(nrs) Recycling Missed Pick-up",1532,0,322296,2015-05-27,0,6698,232239,NA
"(cfwb) Animal Control Complaint - 07104",256294,-74.17168,322297,2015-05-27,40.77647,6699,232240,"719 Degraw Ave"
"(nrs) Illegal Dumping",1492,-74.23634,322298,2015-05-27,40.74211,6700,232241,"98 OAKLAND TER"
"(eng) Street Light Outages/Upgrades",1140,-74.16932,322299,2015-05-27,40.73187,6701,232242," COLUMBIA ST"
"(nrs) Overgrown Vegetation",1510,-74.23806,322300,2015-05-27,40.73983,6702,232243," VARSITY RD"
"(eng) Potholes",3616,-74.16932,322301,2015-05-27,40.73187,6703,232244," COLUMBIA ST"
"(nrs) Sanitation Transfers",1879,0,322302,2015-05-27,0,6704,232245,NA
"(nrs) Garbage/Debris On Property",1509,-74.20637,322303,2015-05-27,40.74571,6705,232246,"323 S 18TH ST"
"(cfwb) Animal Control Complaint - 07103",256293,-74.19848,322304,2015-05-27,40.73991,6706,232247,"325 SOUTH ORANGE AVE"
"(eng) UCC - General Information",29399,0,322305,2015-05-27,0,6707,232248,NA
"(cfwb) Animal Control Complaint - 07105",256295,-74.16244,322306,2015-05-27,40.72113,6708,232249,"123 MALVERN ST"
"(nrs) Recycling Missed Pick-up",1532,-74.23935,322307,2015-05-27,40.73471,6709,232250,"35 FLEETWOOD PL"
"(cfwb) Animal Control Complaint - 07107",256297,-74.18472,322308,2015-05-27,40.76306,6710,232251,"417 N 6TH ST"
"(cfwb) Animal Control Complaint - 07104",256294,-74.16852,322309,2015-05-27,40.77485,6711,232252,"624 RIDGE ST"
"(nrs) No Heat/Hot Water",1524,-74.18648,322310,2015-05-27,40.73363,6712,232253,"91 PRINCE ST"
"(nrs) Code Enforcement Inspection Requests",1906,-74.22862,322311,2015-05-27,40.74486,6713,232254,"45 NORWOOD ST"
"(nrs) Abandoned Building Board and Secure",1521,-74.1895,322312,2015-05-27,40.72111,6714,232255,"44 MILFORD AVE"
"(nrs) Abandoned Building Board and Secure",1521,-74.18945,322314,2015-05-27,40.72121,6715,232256,"42 MILFORD AVE"
"(eng) Potholes",3616,-74.1918,322313,2015-05-27,40.73081,6716,232257," BOYD ST"
"(nrs) No Heat/Hot Water",1524,-74.18667,322315,2015-05-27,40.73315,6717,232258,"123 PRINCE ST"
"(nrs) Illegal Dumping",1492,-74.15934,322316,2015-05-27,40.77133,6718,232259,"57-59 SEABURY ST"
"(cfwb) Animal Control Complaint - 07106",256296,-74.17237,322317,2015-05-27,40.73566,6719,232260," CAROLINA AVE"
"Missed Garbage Pickup",248754,-74.23638,322318,2015-05-27,40.73494,6720,232261,"343 CHAPMAN ST"
"Hydrant/Water Pipe Issues (MN)",319295,-74.1677,322319,2015-05-27,40.73441,6721,232262,"268-284 Market Street, Newark, NJ 07102, USA"
"Sanitation Missed Pick-up (MN)",318274,-74.16563,322321,2015-05-27,40.72748,6722,232263,"204 WALNUT ST"
"Street Light/Pole Issues (MN)",318994,-74.18894,322320,2015-05-27,40.75732,6723,232264,"265 6th Avenue West, Newark, NJ 07107, USA"
"Garbage/Debris on Property (MN)",318272,-74.15997,322322,2015-05-27,40.7297,6724,232265,"123-135 FERRY ST"
"Potholes (MN)",318276,-74.17349,322323,2015-05-27,40.74836,6725,232266,"170-180 Doctor Martin Luther King Junior Boulevard, Newark"
"Potholes (MN)",318276,-74.17196,322324,2015-05-27,40.74823,6726,232269,"24-48 State Street, Newark, NJ 07104, USA"
"(eng) Potholes",3616,-74.16999,322325,2015-05-27,40.73945,6727,232270," BROAD ST"
"(eng) Potholes",3616,-74.2369,322326,2015-05-27,40.73933,6728,232271," RICHELIEU TER"
"(cfwb) Animal Control Complaint - 07103",256293,-74.18755,322327,2015-05-27,40.73801,6729,232272,"325 NORFOLK ST"
"(cfwb) Animal Control Complaint - 07107",256297,-74.19327,322328,2015-05-27,40.75058,6730,232273,"3 ROSEVILLE AVE"
"(nrs) Neighborhood Services - General Information",4157,0,322329,2015-05-27,0,6731,232274,NA
"(nrs) Sanitation Missed Pick-up ",1526,-74.17872,322330,2015-05-27,40.74563,6732,232275,"74 SUSSEX AVE"
"(cfwb) Animal Control Complaint - 07103",256293,-74.2122,322331,2015-05-27,40.73542,6733,232276,"620 S 20TH ST"
"(eng) Potholes",3616,-74.20091,322332,2015-05-27,40.68911,6734,232277,"60 MC CLELLAN ST"
"(eng) Potholes",3616,-74.16023,322333,2015-05-27,40.78113,6735,232278," VERONA AVE"
"Missed Garbage Pickup",248754,-74.14599,322334,2015-05-27,40.7282,6736,232279,"44 GEORGE ST"
"(cfwb) Animal Control Complaint - 07104",256294,-74.1619,322335,2015-05-27,40.76927,6737,232280,"106 ORATON ST"
"(nrs) No Heat/Hot Water",1524,-74.2133,322336,2015-05-27,40.73273,6738,232281,"696 S 20TH ST"
"(cfwb) Health Inspections - 07107 and 07103(even)",268034,-74.21188,322337,2015-05-27,40.72981,6739,232282,"671 SPRINGFIELD AVE"
"Garbage/Debris on Property (MN)",318272,-74.17089,322338,2015-05-27,40.74116,6740,232283,"28-36 HALSEY ST"
"(cfwb) Rodent Control Complaint - 07103",256309,-74.20762,322339,2015-05-27,40.74599,6741,232284,"324 S 20TH ST"
"Missed Garbage Pickup",248754,-74.1709,322340,2015-05-27,40.73795,6742,232285,"Jan-39 CEDAR ST"
"(nrs) Sanitation Missed Pick-up ",1526,-74.20737,322341,2015-05-27,40.70768,6743,232286,"1045 HUNTERDON ST"
"(cfwb) Animal Control Complaint - 07102",256289,-74.07654,322342,2015-05-27,40.71353,6744,232287,"719 M.L.K. BLVD"
"(nrs) Sanitation Transfers",1879,0,322343,2015-05-27,0,6745,232288,NA
"(eng) Street Light Outages/Upgrades",1140,-74.18815,322344,2015-05-27,40.75074,6746,232289,"95 3RD ST"
"(nrs) Abandoned Building Board and Secure",1521,-74.20367,322345,2015-05-27,40.73072,6747,232290,"10 BRENNER ST"
"(nrs) Neighborhood Services - General Information",4157,-74.20612,322346,2015-05-27,40.71056,6748,232291," SCHEERER AVE"
"(ws) Water and Sewer Pipe Problems",1841,-74.20237,322347,2015-05-27,40.73066,6749,232292," BRENNER ST"
"(nrs) Code Enforcement Inspection Requests",1906,-74.16365,322348,2015-05-27,40.78411,6750,232293,"10 RUBY PL"
"(nrs) Street Sweeping Complaint",1538,-74.23456,322349,2015-05-27,40.73684,6751,232294," CLEVELAND AVE"
"(cfwb) Health Inspections - 07107 and 07103(even)",268034,-74.20778,322350,2015-05-27,40.74279,6752,232295,"506 SOUTH ORANGE AVE"
"(eng) Potholes",3616,-74.18985,322351,2015-05-27,40.71186,6753,232296," FRELINGHUYSEN AVE"
"(nrs) NS Director's Office Transfer",1880,0,322454,2015-05-27,0,6855,232398,NA
"(cfwb) Animal Control Complaint - 07103",256293,-74.205,322353,2015-05-27,40.72903,6755,232298,"689 S 10TH ST"
"(nrs) Sanitation and Recyling General Information",4438,0,322354,2015-05-27,0,6756,232299,NA
"(nrs) Garbage/Debris On Property",1509,-74.18597,322355,2015-05-27,40.75358,6757,232300,"307 7TH AVE"
"(cfwb) Rodent Control Complaint - 07105",256311,-74.17594,322356,2015-05-27,40.72711,6758,232301,"13 CHESTNUT ST"
"(nrs) Sanitation and Recyling General Information",4438,0,322357,2015-05-27,0,6759,232302,NA
"(cfwb) Health Inspections - 07106",268039,-74.23691,322358,2015-05-27,40.74559,6760,232303,"1137 S Orange Ave"
"Abandoned Building Complaint",251417,-74.23215,322359,2015-05-27,40.74443,6761,232304,"500 Sanford Avenue"
"(nrs) NS Director's Office Transfer",1880,0,322360,2015-05-27,0,6762,232305,NA
"(nrs) Code Enforcement Inspection Requests",1906,-74.19853,322361,2015-05-27,40.75196,6763,232306,"89 9TH AVE"
"(cfwb) Animal Control Complaint - 07103",256293,-74.20535,322362,2015-05-27,40.74886,6764,232307,"270 11TH AVE"
"(nrs) Garbage/Debris On Property",1509,-74.17679,322363,2015-05-27,40.75952,6765,232308,"200 RIDGE ST"
"(cfwb) Animal Control Complaint - 07112",256299,-74.20855,322364,2015-05-27,40.71423,6766,232309,"246 OSBORNE TER"
"(ws) Water and Sewer Pipe Problems",1841,-74.20485,322365,2015-05-27,40.72349,6767,232310,"79 BALDWIN AVE"
"(mc) Court Violations Transfers",1899,0,322366,2015-05-27,0,6768,232311,NA
"(cfwb) Animal Control Complaint - 07105",256295,-74.14002,322367,2015-05-27,40.72988,6769,232312,"47 HAWKINS ST"
"(nrs) Garbage/Debris On Property",1509,-74.18592,322368,2015-05-27,40.75385,6770,232313,"309 7th Ave W"
"(oa) Outside Agency - Other Govt. Information",8241,-74.18598,322369,2015-05-27,40.75114,6771,232314," 1ST ST"
"(nrs) Garbage/Debris On Property",1509,-74.18619,322370,2015-05-27,40.75365,6772,232315,"311 7TH AVE"
"(nrs) Garbage/Debris On Property",1509,-74.1863,322371,2015-05-27,40.75368,6773,232316,"313 7TH AVE"
"(nrs) Garbage/Debris On Property",1509,-74.18625,322372,2015-05-27,40.75347,6774,232317,"314 7th Ave W"
"(nrs) Trimming/Pruning",1512,-74.1807,322373,2015-05-27,40.76509,6775,232318,"216 2ND AVE"
"(ws) Water and Sewer Billing Transfers",1894,0,322374,2015-05-27,0,6776,232319,NA
"(oa) Outside Agency - General Information",3470,0,322375,2015-05-27,0,6777,232320,NA
"(nrs) Sanitation and Recyling General Information",4438,0,322376,2015-05-27,0,6778,232321,NA
"(nrs) Sanitation and Recyling General Information",4438,0,322377,2015-05-27,0,6779,232322,NA
"(nrs) Garbage/Debris On Property",1509,-74.20889,322378,2015-05-27,40.70999,6780,232323,"138 MAPES AVE"
"(cfwb) Rodent Control Complaint - 07108",256315,-74.20247,322379,2015-05-27,40.72708,6781,232324,"69 Rose Terrace"
"(cfwb) Rodent Control Complaint - 07108",256315,-74.20236,322381,2015-05-27,40.72682,6782,232325,"65 Rose Terrace"
"(ws) Water and Sewer Pipe Problems",1841,-74.18731,322382,2015-05-27,40.75749,6783,232326,"261 N 6TH ST"
"(cfwb) Animal Control Complaint - 07107",256297,-74.19327,322383,2015-05-27,40.75058,6784,232327,"3 ROSEVILLE AVE"
"(nrs) Code Enforcement Inspection Requests",1906,-74.1819,322384,2015-05-27,40.71977,6785,232328,"1213 BROAD ST"
"(pol) Police Investigation Request",1898,-74.1819,322385,2015-05-27,40.71977,6786,232329,"1213 BROAD ST"
"(nrs) Trimming/Pruning",1512,-74.23518,322386,2015-05-27,40.73561,6787,232330,"15 Hillside Terrace"
"(nrs) Recycling Missed Pick-up",1532,-74.17411,322387,2015-05-27,40.74572,6788,232331,"35 BURNET ST"
"(nrs) Recycling Missed Pick-up",1532,-74.17411,322388,2015-05-27,40.74572,6789,232332,"35 BURNET ST"
"(nrs) Stump Removal",1514,-74.22472,322389,2015-05-27,40.73991,6790,232333,"67 CAROLINA AVE"
"(nrs) Abandoned Building Board and Secure",1521,-74.19608,322390,2015-05-27,40.74703,6791,232334,"134 S 9TH ST"
"(pol) Police Investigation Request",1898,-74.19608,322391,2015-05-27,40.74703,6792,232335,"134 S 9TH ST"
"(eng) Potholes",3616,-74.15562,322392,2015-05-27,40.73109,6793,232336,"42 JACKSON ST"
"(eng) Potholes",3616,-74.15632,322393,2015-05-27,40.73067,6794,232337," JACKSON ST"
"(cfwb) Animal Control Complaint - 07106",256296,-74.21806,322394,2015-05-27,40.74613,6795,232338,"34 CHELSEA AVE"
"(cfwb) Rodent Control Complaint - 07106",256312,-74.21806,322395,2015-05-27,40.74613,6796,232339,"34 CHELSEA AVE"
"(cfwb) Health Inspections - 07107 and 07103(even)",268034,-74.1927,322396,2015-05-27,40.73896,6797,232340,"236 S Orange Ave"
"(cfwb) Animal Control Complaint - 07112",256299,-74.20604,322397,2015-05-27,40.70805,6798,232341,"61 LEHIGH AVE"
"(nrs) Code Enforcement Inspection Requests",1906,-74.18771,322398,2015-05-27,40.74714,6799,232342,"381 CENTRAL AVE"
"(nrs) Sanitation Missed Pick-up ",1526,-74.14208,322399,2015-05-27,40.72389,6800,232343,"259 M.L.K. BLVD"
"(nrs) Recycling Missed Pick-up",1532,-74.22299,322400,2015-05-27,40.71332,6801,232344,"258 SCHLEY ST"
"(cfwb) Animal Control Complaint - 07104",256294,0,322401,2015-05-27,0,6802,232345,NA
"(nrs) Garbage Put Out Incorrectly",1507,-74.18878,322402,2015-05-27,40.7581,6803,232346,"244 N 7TH ST"
"(nrs) Neighborhood Services - General Information",4157,0,322403,2015-05-27,0,6804,232347,NA
"(nrs) No Heat/Hot Water",1524,-74.17201,322404,2015-05-27,40.75953,6805,232348,"120 3RD AVE"
"(cfwb) Animal Control Complaint - 07105",256295,-74.16666,322405,2015-05-27,40.72519,6806,232349,"82 PACIFIC ST"
"(cfwb) Health Inspections - 07106",268039,-74.22425,322406,2015-05-27,40.73814,6807,232350,"899 18TH AVE"
"(eng) Potholes",3616,-74.16583,322407,2015-05-27,40.76561,6808,232351,"1 LINCOLN AVE"
"(eng) Potholes",3616,-74.17485,322408,2015-05-27,40.75735,6809,232352,"176 GARSIDE ST"
"(cfwb) Health Inspections - 07104",268035,-74.17963,322409,2015-05-27,40.72358,6810,232353,"1117 BROAD ST"
"(nrs) Abandoned Building Board and Secure",1521,-74.15824,322410,2015-05-27,40.77989,6811,232354,"395 LINCOLN AVE"
"(pol) Police Investigation Request",1898,-74.15824,322411,2015-05-27,40.77989,6812,232355,"395 LINCOLN AVE"
"(cfwb) Health Inspections - 07107 and 07103(even)",268034,-74.18662,322412,2015-05-27,40.75494,6813,232356,"227 4TH ST"
"(nrs) Code Enforcement Inspection Requests",1906,-74.18662,322413,2015-05-27,40.75494,6814,232357,"227 4TH ST"
"(nrs) Street Sweeping Complaint",1538,-74.21204,322414,2015-05-27,40.72228,6815,232358,"21 GIRARD PL"
"(cfwb) Animal Control Complaint - 07104",256294,-74.17248,322415,2015-05-27,40.76262,6816,232359,"90 2ND AVE"
"(eng) Potholes",3616,-74.14457,322416,2015-05-27,40.73011,6817,232360," FERRY ST"
"(cfwb) Health Inspections - 07108 and 07103(odd)",268036,-74.21188,322417,2015-05-27,40.72981,6818,232361,"671 SPRINGFIELD AVE"
"(nrs) Sanitation Missed Pick-up ",1526,-74.23611,322418,2015-05-27,40.74696,6819,232362,"37 LONGFELLOW AVE"
"(eng) Potholes",3616,-74.1302,322419,2015-05-27,40.71319,6820,232363," DOREMUS AVE"
"(cfwb) Health Inspections - 07102",268040,-74.17391,322420,2015-05-27,40.73122,6821,232364,"11 FRANKLIN ST"
"(nrs) Sanitation and Recyling General Information",4438,0,322421,2015-05-27,0,6822,232365,NA
"(nrs) Sanitation and Recyling General Information",4438,-74.22956,322422,2015-05-27,40.73798,6823,232366," VALLEY ST"
"(nrs) NS Director's Office Transfer",1880,-74.19735,322423,2015-05-27,40.70039,6824,232367,"20 DAYTON ST"
"(nrs) Street Sweeping Complaint",1538,-74.22105,322424,2015-05-27,40.70912,6825,232368," BAYVIEW AVE"
"(nrs) Sanitation Missed Pick-up ",1526,-74.20737,322425,2015-05-27,40.70768,6826,232369,"1045 HUNTERDON ST"
"(nrs) No Heat/Hot Water",1524,-74.19147,322426,2015-05-27,40.74871,6827,232370,"27 N 5th St"
"(nrs) Code Enforcement Inspection Requests",1906,-74.21016,322427,2015-05-27,40.7084,6828,232371,"115 LYONS AVE"
"(cfwb) Health Inspections - 07112 and 07114",268042,-74.21016,322428,2015-05-27,40.7084,6829,232372,"115 LYONS AVE"
"(nrs) Recycling Missed Pick-up",1532,-74.22228,322429,2015-05-27,40.71407,6830,232373,"200 SCHLEY ST"
"(cfwb) Health Inspections - 07107 and 07103(even)",268034,-74.18353,322430,2015-05-27,40.7411,6831,232374,"1 CORNERSTONE LN"
"(cfwb) Animal Control Complaint - 07104",256294,-74.17248,322431,2015-05-27,40.76262,6832,232375,"90 2ND AVE"
"(nrs) Garbage/Debris On Property",1509,-74.20132,322432,2015-05-27,40.71429,6833,232376,"373 PESHINE AVE"
"(nrs) Recycling Missed Pick-up",1532,-74.22526,322433,2015-05-27,40.74035,6834,232377,"155 WEST END AVE"
"(cfwb) Animal Control Complaint - 07103",256293,-74.21487,322434,2015-05-27,40.72977,6835,232378,"716 SPRINGFIELD AVE"
"(nrs) Unfit Building Complaint",1395,-74.21074,322435,2015-05-27,40.73519,6836,232379,"613 S 18TH ST"
"Potholes (MN)",318276,-74.20171,322436,2015-05-27,40.71026,6837,232380,"45-47 Custer Avenue, Newark, NJ 07112, USA"
"(cfwb) Animal Control Complaint - 07112",256299,-74.20256,322437,2015-05-27,40.7098,6838,232381,"67 RENNER AVE"
"(nrs) Demo Recycling",305785,0,322438,2015-05-27,0,6839,232382,NA
"(oa) Outside Agency - Other Govt. transfers",8243,0,322439,2015-05-27,0,6840,232383,NA
"(cfwb) Animal Control Complaint - 07112",256299,-74.20274,322440,2015-05-27,40.7074,6841,232384,"1 MAPES AVE"
"(eng) Potholes",3616,-74.17532,322441,2015-05-27,40.72409,6842,232385," TICHENOR ST"
"(nrs) Illegal Dumping",1492,-74.21336,322442,2015-05-27,40.73089,6843,232386,"743 South 19th Street, Newark, NJ 07103, USA"
"(cfwb) Rodent Control Complaint - 07108",256315,-74.2092,322443,2015-05-27,40.71975,6844,232387,"307 W RUNYON ST"
"(nrs) Trimming/Pruning",1512,-74.2092,322444,2015-05-27,40.71975,6845,232388,"307 W RUNYON ST"
"(cfwb) CFWB - General Information",4128,0,322445,2015-05-27,0,6846,232389,NA
"(nrs) Garbage/Debris On Property",1509,-74.19308,322446,2015-05-27,40.74886,6847,232390,"437-443 W MARKET ST"
"(nrs) Garbage/Debris On Property",1509,-74.20385,322447,2015-05-27,40.72991,6848,232391,"70 KENT ST"
"(nrs) Garbage/Debris On Property",1509,-74.20376,322448,2015-05-27,40.72989,6849,232392,"68 KENT ST"
"(nrs) Garbage/Debris On Property",1509,-74.22735,322449,2015-05-27,40.73813,6850,232393,"233 WEST END AVE"
"(nrs) Garbage/Debris On Property",1509,-74.20709,322450,2015-05-27,40.74018,6851,232394,"324 14TH AVE"
"(cfwb) Health Inspections - 07104",268035,-74.19029,322451,2015-05-27,40.7383,6852,232395,"180 SOUTH ORANGE AVE"
"(ws) Water and Sewer Billing Transfers",1894,0,322452,2015-05-27,0,6853,232396,NA
"(cfwb) Call Transfer To CFWB",1999,0,322453,2015-05-27,0,6854,232397,NA
"(4311) For Review",1976,-74.16284,322455,2015-05-27,40.76609,6856,232399,"32 HINSDALE PL"
"(cfwb) Animal Control Complaint - 07107",256297,-74.181,322456,2015-05-27,40.77187,6857,232400,"217 BERKELEY AVE"
"(cfwb) Health Inspections - 07107 and 07103(even)",268034,-74.18568,322457,2015-05-27,40.77397,6858,232401,"555-557 BLOOMFIELD AVE"
"(eng) Potholes",3616,-74.16467,322458,2015-05-27,40.76877,6859,232402,"99 LINCOLN AVE"
"(cfwb) Animal Control Complaint - 07108",256298,-74.21617,322459,2015-05-27,40.7261,6860,232403,"881 S 20TH ST"
"(nrs) Illegal Dumping",1492,-74.22509,322460,2015-05-27,40.74475,6861,232404,"29 SUNSET AVE"
"(nrs) Tree / Fallen Branch Removal",1513,-74.22256,322461,2015-05-27,40.71177,6862,232405,"365 LESLIE ST"
"(eng) Potholes",3616,-74.23106,322462,2015-05-27,40.74279,6863,232406,"20 SILVER ST"
"(nrs) Unfit Building Complaint",1395,-74.21466,322463,2015-05-27,40.70576,6864,232407,"129 CHANCELLOR AVE"
"(cfwb) Animal Control Complaint - 07104",256294,-74.17339,322464,2015-05-27,40.75953,6865,232408,"230 GARSIDE ST"
"(nrs) Garbage/Debris On Property",1509,-74.21079,322465,2015-05-27,40.72591,6866,232409,"818 S 15TH ST"
"(admin) Special Events Call Transfer",2682,0,322466,2015-05-27,0,6867,232410,NA
"(cfwb) Animal Control Complaint - 07104",256294,-74.17649,322467,2015-05-27,40.7572,6868,232411,"215 CLIFTON AVE"
"(4311) For Review",1976,-74.15602,322468,2015-05-27,40.72855,6869,232412,"130 POLK ST"
"(nrs) Director's Office Return Calls",40002,-74.16859,322469,2015-05-27,40.73378,6870,232413," EDISON PL"
"(cfwb) Animal Control Complaint - 07104",256294,-74.17114,322470,2015-05-27,40.77169,6871,232414,"535 PARKER ST"
"(cfwb) Animal Control Complaint - 07107",256297,-74.18781,322471,2015-05-27,40.7546,6872,232415,"195 N 5th St"
"(nrs) Illegal Dumping",1492,-74.23859,322472,2015-05-27,40.73998,6873,232416,"455 KERRIGAN BLVD"
"(eng) Engineering - General Information",3804,-74.16295,322473,2015-05-27,40.77665,6874,232417,"722 SUMMER AVE"
"(nrs) Illegal Dumping",1492,-74.23859,322474,2015-05-27,40.73998,6875,232418,"455 KERRIGAN BLVD"
"(nrs) Recycling Missed Pick-up",1532,-74.18088,322475,2015-05-27,40.72968,6876,232419,"9-May MARION PL"
"Hydrant/Water Pipe Issues (MN)",319295,-74.20752,322476,2015-05-27,40.72101,6877,232420,"43 Ingraham Place, Newark, NJ 07108, USA"
"(eng) Potholes",3616,-74.18136,322477,2015-05-27,40.742,6878,232421," LOCK ST"
"(cfwb) Animal Control Complaint - 07107",256297,-74.18905,322478,2015-05-27,40.75043,6879,232422,"307 SUSSEX AVE"
"(eng) Potholes",3616,-74.16945,325015,2015-05-27,40.77885,9412,234955," LAKE ST"
"(cfwb) Health Inspections - 07108 and 07103(odd)",268036,-74.19252,322479,2015-05-27,40.72181,6880,232423,"344-350 CLINTON AVE"
"(cfwb) Health Inspections - 07112 and 07114",268042,-74.21623,322480,2015-05-27,40.71891,6881,232424,"28 WAINWRIGHT ST"
"(cfwb) Health Inspections - 07107 and 07103(even)",268034,-74.19747,322481,2015-05-27,40.73938,6882,232425,"300 SOUTH ORANGE AVE"
"(cfwb) Health Inspections - 07107 and 07103(even)",268034,-74.19847,322482,2015-05-27,40.7473,6883,232426,"207 S 11TH ST"
"(cfwb) Health Inspections - 07107 and 07103(even)",268034,-74.19604,322483,2015-05-27,40.7439,6884,232427,"180 12TH AVE"
"(cfwb) Health Inspections - 07104",268035,-74.16183,322484,2015-05-27,40.77876,6885,232428,"784 SUMMER AVE"
"(cfwb) Animal Control Complaint - 07108",256298,-74.21191,322485,2015-05-27,40.71449,6886,232429,"107 GOODWIN AVE"
"(cfwb) Health Inspections - 07107 and 07103(even)",268034,-74.19789,322486,2015-05-27,40.73291,6887,232430,"400 SPRINGFIELD AVE"
"(cfwb) Animal Control Complaint - 07103",256293,-74.19182,322487,2015-05-27,40.74343,6888,232431,"65 BERGEN ST"
"(cfwb) Health Inspections - 07112 and 07114",268042,-74.20274,322488,2015-05-27,40.71579,6889,232432,"214 HAWTHORNE AVE"
"(cfwb) Health Inspections - 07104",268035,-74.17511,322489,2015-05-27,40.75412,6890,232433,"81 CUTLER ST"
